id,g,l,time_values,trajectory_values
46,9.81,0.5651351455553013,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6257495909182276,-0.6600496914120494,0.8035549666202482,-0.4622757243819018,0.8986107156215372,-0.6069556702440111,0.5150561743893785,-0.7297774204000578,0.615958656406186,-0.6914569538012476,0.668290831319665,-0.722983087628299,0.7476620534961462,-0.6368417148521742,0.7778438447984556,-0.7885567343017386,0.6039397491260002,-0.7349452439171064,0.8032679645320319,-0.64392243886441,0.7898602735676666"
47,9.81,0.6464836472296522,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5677410353450045,-0.43019968210938,0.06643259419578842,0.5030020696846735,-0.2907158973953027,0.5933421236229726,-0.4167792465462636,0.2319780988320689,0.1933114800310194,-0.5797719579777058,0.6740352243114842,-0.27514121924121016,0.11351613846357116,0.29203802478868945,-0.5125244061396882,0.4974337175142307,-0.3385212828301979,0.1523086720355141,0.2850548967634152,-0.4635764050694038,0.5365044803125998"
48,9.81,2.7351582880790324,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6971841299201602,0.4180942535052685,-0.24704881139663853,-0.635014919335356,-0.24972748942926165,0.10956307451818244,0.49733029412554225,0.5031857159204429,0.08701150238814204,-0.5343193435972851,-0.725198469038539,-0.2542777162363498,0.0747183713990075,0.7098053984046933,0.3766297490282628,-0.23669691287174113,-0.7052358481027706,-0.6029807958650356,0.10413485498420616,0.4827588443963111,0.5427047742562613"
49,9.81,2.6074064049195926,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.554283626951282,0.3296873476210411,-0.20613873499226226,-0.7150014086769199,-0.07279627826840634,0.09772152251615876,0.6395222602507707,0.5226240576899139,0.09568952570010819,-0.5947107163193776,-0.640652451176339,-0.13722440170066863,0.5711670583995957,0.885528118318199,0.20912967169180768,-0.6233618949477205,-0.6835204513930204,-0.3221012891303087,0.298296711074477,0.5342179284286793,0.3463844343510123"
50,9.81,1.0746064530161497,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7222788347476611,0.051976162323725136,-0.5230704889749449,-0.049341959092724375,0.5043064147718074,-0.2272180878942444,-0.5138635209320389,0.35980278991084513,0.43772410793083333,-0.49957567715110945,-0.389808215454745,0.4293469286267588,0.36526559659367325,-0.5083644601719388,-0.14786632185992143,0.7315402923034362,0.19917178339232056,-0.649007554684595,0.24631241092467737,0.22796266377926244,-0.08930306641272918"
51,9.81,1.6590312720928573,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7679444856416615,0.4069803119497334,-0.7032131250158893,-0.4725169564366646,0.1466488041331741,0.6149878249403863,0.011064115299665417,-0.624797917833529,-0.4740011040531151,0.2305243277156083,0.7021454193934717,0.11602166644295088,-0.7089349958466956,-0.40585992783552377,0.18304404467103408,0.7123422844326253,0.15296021203578786,-0.5951909194471067,-0.5293456677371731,0.38012715835887095,0.5229308135825015"
52,9.81,0.5143149918199023,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6173460920887437,-0.7810317324877898,1.289993665409013,-1.2769642540263995,1.176586881189185,-0.5510223637667151,0.45759906204218237,-0.7341575576470623,1.3057255365169513,-1.0920677445504205,0.5619773821559642,-0.4904619548109833,0.9573716033289048,-1.0645722272114788,1.1304269886453482,-0.5119326300816158,0.7914844908993441,-0.7628814978517758,1.247099453288747,-1.2377041036355763,0.7923533030054105"
53,9.81,2.214804865171186,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.577944993747304,0.3413861390175433,-0.37256559712294746,-0.4884465225580069,-0.30202682749670984,-0.19453609716418763,0.4632501404722831,0.21054426783765948,-0.5021750776155465,-0.6959141418323262,-0.1368457801432685,0.4730223575209145,0.6806585663689325,-0.028685483791195482,-0.7414586552099982,-0.46621282901420835,-0.10255820847701144,0.5174327879702122,0.5822846008759538,0.1089330613177685,-0.76563959069976"
54,9.81,3.0914288781663495,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7672130110073699,0.2623989765033907,-0.23795558211085208,-0.6200249946351222,-0.33095418482051175,-0.08610369568524871,0.4047172738534247,0.7247620957285894,0.3309584402569898,-0.22505115085928354,-0.4877829045053515,-0.5613093354478527,-0.06944331503740879,0.4854487202190644,0.7966185566822223,0.45788512521896363,-0.2507081428071106,-0.5086168715958908,-0.5075451507458498,-0.1279419596850305,0.35090356848117654"
55,9.81,2.4228444707732755,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5534721883760221,0.19804469416959497,-0.31887245197539943,-0.5814146008001092,-0.3348348154871619,0.2374209561739332,0.6425622138442917,0.25931971737162296,-0.4470378987354265,-0.7004464704544541,-0.5815529646627369,0.1755030718999773,0.5758439225968928,0.5301340448904117,-0.15175138314624065,-0.5288657587928313,-0.34965866263135303,-0.04721698787707537,0.6987486700757288,0.5027145442393977,0.14213742694897627"
56,9.81,4.257960562888563,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7290971968919229,0.25103719627471466,0.003835473621114624,-0.4147996716046284,-0.6882977675234916,-0.464491283971287,-0.3789082995654982,0.3549497527307335,0.6323249612130063,0.7525652270846448,0.2029392671851824,-0.27510863522705664,-0.5041703677798073,-0.4976555001489389,-0.15709999937183977,0.04489307249984706,0.46515983592233817,0.6084669567094176,0.17696572555112908,-0.19317763592081905,-0.3938503387785892"
57,9.81,3.274210631345854,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6889920154221711,0.2361475266913468,-0.19643937271721096,-0.4940956253694612,-0.627439867066342,-0.24383918742576488,0.39367780189019447,0.8898390939508494,0.2682907628741703,0.026874748414212404,-0.4099696584850785,-0.6741741788254011,-0.2786647105512846,0.2602508979963526,0.6649290896997954,0.4554791032627208,-0.02713794630886185,-0.4674030885550698,-0.4759710191474176,-0.5199088133666891,-0.006309573470051483"
58,9.81,1.6973776040507365,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6736980632881666,0.16206505214292555,-0.7767989800889945,-0.5749550532727515,0.2779345603428584,0.7896241541616491,0.14898722391964508,-0.3935918947912248,-0.5547179637248446,0.41855112631403263,0.6588081283253531,0.17778024205300594,-0.22493758737694264,-0.5213190893214987,0.38880372652092765,0.6298803509836535,0.29615066512692706,-0.4715143723126553,-0.6482484084711405,0.1742691595945415,0.706336201195974"
59,9.81,4.149599500931374,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5945470554846759,0.5035394032010401,0.2299632281515628,-0.34108909075213883,-0.6610856472749487,-0.39602156754872,-0.11053398266518316,0.38559256854890767,0.5363819154188907,0.5425422907660717,-0.001735875707628426,-0.3888331919665301,-0.6086367404438029,-0.6110568208942931,-0.3413695421875349,0.3199517804934855,0.6961995427594466,0.6965182069373779,0.2566781482815139,-0.29407147099714315,-0.42058653658375306"
60,9.81,2.7476903763635776,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6943204627357732,0.4933943236394377,-0.18098142759917382,-0.5622699603938076,-0.4257026752568999,-0.0017434058290523927,0.38725328978180884,0.6115049116224467,0.07412510590189385,-0.459153298857136,-0.6151028446637754,-0.29826345723434783,0.16157596633479193,0.6208465811546828,0.37902558094959193,-0.11378605049192689,-0.572212376251115,-0.45041760664465613,0.043196548453628705,0.33058954710162525,0.6574997481549611"
61,9.81,3.914646444517405,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.4531517582450669,0.5136094396075763,0.07884959108197487,-0.5058600614443463,-0.520448937074009,-0.2943640806983045,0.09295962255357959,0.38213726545875937,0.6640031752349436,0.35765911288783414,-0.08485983173133103,-0.2716885603700674,-0.657148767542752,-0.28102795113464785,0.08430964500638286,0.4739001241093721,0.5699461938973761,0.4374950937662186,-0.19493627738283933,-0.4761263684335656,-0.31876424882748966"
62,9.81,3.047400888470235,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.736636395831494,0.3513537024147156,-0.08155080350557585,-0.6609750025471758,-0.6379892073619947,-0.10797607283445353,0.3916008312373133,0.4568179144933736,0.4191907634465954,-0.0859792014549719,-0.6645890361486538,-0.6163163475343395,-0.02978949695584411,0.4422602638725133,0.6928253319550001,0.16565633479721434,-0.18004954983505106,-0.5072149258053221,-0.47701865966750734,0.07297084712711491,0.5741527118077833"
63,9.81,2.468481627007666,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5822269803326489,0.2498463009518967,-0.2469821934151611,-0.42753107676463986,-0.3790669923601329,0.22853049892897792,0.5349644430378528,0.45091278015924563,-0.3848213190271278,-0.48098769173600053,-0.42911138668117,0.1388935211326078,0.5844659066297835,0.4766509113187085,-0.07590176847729965,-0.7208932700589687,-0.8814918040844582,-0.05843279224899044,0.4422360841483203,0.5141031161399565,-0.0480931101519111"
64,9.81,2.282694999878405,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5756011495758196,0.4803914772613447,-0.346780035650766,-0.6612567554588755,-0.3323743164203723,0.39392585299617283,0.5969984757240729,0.2815287951486137,-0.364049057236547,-0.6950025936722842,-0.3427027604374459,0.20248349959265885,0.8591995101112682,0.17512754970884967,-0.4815814595543842,-0.5659052661254103,-0.07486075348193177,0.421327454359584,0.7251547795709525,0.21276555998920538,-0.5158162841298767"
65,9.81,0.6000587956394547,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6671196813804521,-0.6254733093799043,0.4393531333996373,-0.11833655893071574,0.33781514571647864,-0.030844913191236886,0.026906236240855724,0.2743121023977204,-0.47259631924553275,0.37592390473470744,-0.4782726935110221,0.4857912894606625,-0.5523424649278172,0.4107043947536497,-0.08843974471290292,0.01288729580915425,-0.11084392137686779,-0.25338010215653833,0.34276635733908944,-0.4281861495926932,0.5556734921987633"
66,9.81,2.6120785467558316,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6483994422933854,0.40092322867421476,-0.20432187189201356,-0.6893651925921565,-0.3686197879764873,0.11876936373572661,0.45787770909907965,0.4085260495256887,-0.049837725644479566,-0.5348122349483158,-0.5863127688044507,-0.17638890962914217,0.5542484771771669,0.5980474026825799,0.24988250541558504,-0.3793343575476026,-0.6809036323570598,-0.3482200238273907,0.17695637904845135,0.7906960231447173,0.21553764093439234"
67,9.81,3.3060128097114756,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6135115388596875,0.5543176447803152,-0.1543796166174835,-0.6307000342892513,-0.651138717625419,-0.22188088826154664,0.21313429812730914,0.9064353404597802,0.214014878487846,0.10294044929926427,-0.5516152629419718,-0.569814343047543,-0.2596957503544273,0.24148439481290812,0.6276874436280467,0.4205066492883094,0.1255066181432722,-0.18580083278310636,-0.7404082604189524,-0.5255918027736298,0.1416289165825112"
68,9.81,4.757510394548339,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6300131019982006,0.30452833270469265,0.09440440123765474,-0.4328656332697901,-0.6002386325050851,-0.5916413400503502,-0.2301583055980465,0.2688026458317354,0.6470341764980074,0.5870894518487854,0.3112794716773651,0.06775655154747591,-0.7956296608562934,-0.6837513319309292,-0.594920100396748,-0.0563724758684378,0.14507212439181744,0.655656095055287,0.5973670155243552,0.2842547461553687,0.01920028484741347"
69,9.81,2.4589673607446905,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5560770491745672,0.3726270632048148,-0.35219776274512415,-0.6762402708021041,-0.17605807092522696,0.2555036687427394,0.503136054156233,0.39954102857071133,-0.34255541344736573,-0.543965430733335,-0.40807124986762205,0.1470010225196587,0.6147833964066073,0.5035962241546008,-0.0451329011763108,-0.5496506365666106,-0.5609218672874937,0.02781269535368451,0.799281544792851,0.5814059231455363,0.027354631420047282"
70,9.81,2.685386313859987,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7266489524705837,0.2616254057610944,-0.14645315865902975,-0.5750950222508938,-0.45115380762041457,0.19691554663459734,0.6087570668571669,0.6013842983119498,0.10243689659426161,-0.36629590506859366,-0.49061956252048217,-0.2525247158227422,0.38228201204875745,0.47697167514605027,0.2867323405276463,-0.3854471074930995,-0.6284213034949212,-0.49086334585882935,0.21229668254503792,0.5363389006621285,0.46950923842882175"
71,9.81,2.8360181479077298,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6149112389442524,0.4566283003981788,-0.19277093502777531,-0.5741360912713608,-0.3321844508244982,0.2655195346155652,0.3638892191613153,0.5967842523446845,0.24525150782517954,-0.43544254580310776,-0.5559313838217333,-0.315467153371054,0.29102404537336224,0.5994981906038885,0.3818280549450588,-0.1300617312868464,-0.5869645645316873,-0.5669406473403802,-0.13248650159042508,0.553269406580977,0.6770560679360452"
72,9.81,2.3386594099645217,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.625551730702733,0.328357114732972,-0.3656063440810226,-0.7015095191343698,-0.23973861872345692,0.35846085516341686,0.5890208430371134,0.3140485668980315,-0.37533084646949977,-0.5219171040120737,-0.28265694250872414,0.3486753174758954,0.9353772350751912,0.3082682100260413,-0.44953932886844217,-0.6723367840260102,-0.3991521684733579,0.3695051057443708,0.6173085076716551,0.30809916061894904,-0.5105649220195321"
73,9.81,3.1045807348306127,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6446336927864178,0.5235436611284016,0.02872666290462697,-0.6764060859110012,-0.6770159677858301,-0.06864747594705572,0.28120941201908217,0.5512926662087971,0.15090776150406562,-0.06717079888585444,-0.5499818110651291,-0.5620849923552017,-0.13326982839652007,0.3284743898086651,0.6023746358031967,0.43798471510698034,-0.22481439672656112,-0.470974225110562,-0.582194909125269,-0.13865122431696456,0.499508139860227"
74,9.81,0.8165780297407639,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6923066368053185,-0.22144174439409167,-0.3309178124281943,0.5069938104795508,-0.039905954994005774,-0.6022780985772086,0.1653051716890661,0.01182578856387509,-0.6167004206979239,0.5271307773425034,-0.20704148890283497,-0.4912046086161901,0.46610692997798087,0.33777200600581525,-0.5741250340076399,0.08822572368357343,0.45552556897121815,-0.5934782089222641,0.21930021065496028,0.47827478623906294,-0.5402995799803705"
75,9.81,2.697727240414508,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6513530325981692,0.16982222870961444,-0.11429605848781288,-0.6858395607643536,-0.39728423131669777,0.14130106412662463,0.5383903221968047,0.49326901117096184,0.02450960731238224,-0.33258299998747387,-0.5527095743159883,-0.2802775925129971,0.3219889108799177,0.5789938527486307,0.33524159546318116,-0.37099196505957255,-0.6265800683461802,-0.46756466029321414,0.14721480602711992,0.5976305576949198,0.5112579343497128"
76,9.81,3.2456517273577954,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.668292104629149,0.537739411118725,-0.2125430489893354,-0.5430162922718723,-0.6201533684867802,-0.23470732312919065,0.3723365199871788,0.5801446580220803,0.15041886143974942,0.013149455748274867,-0.6718594984239562,-0.574067022007827,-0.3270706313929683,0.3775171437359101,0.36793584098190685,0.6796258255579931,0.21657802928875267,-0.31029432598323015,-0.6890590725071802,-0.6924804921358325,-0.0019039770878087614"
77,9.81,3.8474559829384543,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.611223701799863,0.38263193832191195,-0.02197116965466056,-0.4979974067568814,-0.505653942454855,-0.41161215806463564,0.016865866320635484,0.32567958801303193,0.5255194971168687,0.4119836568326356,-0.040681200198261755,-0.6675465612628466,-0.6171083842129038,-0.39383350059496325,0.2101395601343607,0.3383188309829351,0.5447370876934405,0.3947776930490096,-0.19949384943130172,-0.5193184042118303,-0.4930564716653316"
78,9.81,2.43423644195411,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7238049683097258,0.20052682640224448,-0.4638454370562025,-0.6501766043306344,-0.2025090727694178,0.28794327043109536,0.5531495220648217,0.42764566275064253,-0.2472725159505662,-0.4160986495683814,-0.3515233503632403,0.20986255855081323,0.5953553011831878,0.5089199967060676,-0.17254323791781911,-0.6018769535904027,-0.2334740220299299,-0.0657738264606102,0.4919711396936122,0.4519027013157981,0.040727395049600934"
79,9.81,1.8626095972507295,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7887863656731444,0.17840345215493336,-0.5447673879882294,-0.5790497531408015,-0.09535562643993911,0.7368836010682314,0.47437420889994314,-0.2609162660901017,-0.5484627663466224,-0.2614193918449848,0.28298903049395585,0.6400381225201004,0.11273296141735009,-0.7049970964154965,-0.3233099002466303,0.36586040437598455,0.6104896515022592,0.2508540194555906,-0.43997162485891866,-0.4593991370845344,0.1598379845279419"
80,9.81,0.5265051499286137,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5113783138398827,-0.7670897870247678,1.1477077818518127,-0.966299163826929,0.8938134602266328,-0.2815317046238315,0.6257080670230729,-0.8369586533929373,1.0298586563798202,-1.1746891986657122,0.7618512649339596,-0.7195336512447491,0.433864118161733,-0.8226919199415134,1.1751218875756686,-0.9027104965743383,0.8598589286008849,-0.6319684719330061,0.8675495567725607,-1.0630909728887183,1.4160576510249965"
81,9.81,3.9041553656568073,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6886414188677463,0.4068496193974094,0.22546435307760723,-0.4152988101318293,-0.5731322948093731,-0.44848915490100993,0.03389798984462067,0.4991424722653398,0.4497492280405553,0.5166619217311231,-0.15193325195193713,-0.4921162931792489,-0.6524700657207633,-0.27198063488180974,0.18909458442018529,0.539746607840914,0.6205196269446589,0.36160336875685695,-0.11962806837854235,-0.7918724786247984,-0.25550908290594593"
82,9.81,0.849091865893594,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6251413003111106,-0.06755526164624556,-0.28300167714720526,0.642056140995888,0.07912443604172173,-0.697286194577867,0.3666849147011425,0.39279057637878434,-0.6777727818477903,0.42494769445251396,0.4284681879122725,-0.38028891634110046,-0.1341188159269246,0.6922791902715075,-0.31906875911457777,-0.23883390233972557,0.5581161186021877,0.03544888874072019,-0.5544342097203196,0.34894069513122683,0.051590766415907284"
83,9.81,2.704946169465112,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7810996627588971,0.2988371490019438,-0.07993940097229954,-0.5729213572792955,-0.4303760630080211,0.09771637346738782,0.37392210592962527,0.44262416004683264,0.04133954914489542,-0.31407861778003365,-0.6109123699338337,-0.3100609371104623,0.27185182525729923,0.6611337460923915,0.3647430193049931,-0.09325429933306573,-0.6380626572464405,-0.45505308534480426,0.14665556814021086,0.5440826853127746,0.6154129152149042"
84,9.81,1.8696249355210532,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7098496836890305,0.08491479472926308,-0.3659273283049039,-0.6381300827712475,-0.08290720548773144,0.6876562363313506,0.3124174707948492,-0.23548059058985316,-0.6875844399541554,-0.04881920540316054,0.6601219721576644,0.7107173865569966,0.21321820332827868,-0.6518974187534935,-0.34279637600911994,0.22187353020613895,0.6261938071150424,-0.048085459150290444,-0.3594248259857591,-0.6161776703586914,0.013893246216790639"
85,9.81,4.283699729793624,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5269255376329282,0.15857318667347509,-0.01634381867522021,-0.27007238917475185,-0.5960338823209351,-0.5001238267538658,-0.04261014667874703,0.27008858690219323,0.5855918215412732,0.39123611246457984,0.3437004107154186,-0.27683940786489636,-0.6437116507071419,-0.4245383785071125,-0.03045151328394316,0.2973467494720654,0.4416586758859964,0.5380389284627097,0.3692627427298951,0.032491178771859475,-0.7133998832509572"
86,9.81,4.777141380125379,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6012076548147693,0.3943304635820636,-0.020316767143418776,-0.42633134547016477,-0.6089342486243599,-0.7290986227368818,-0.23227502327501826,0.14703638358618848,0.6667865938933598,0.531854942209807,0.29075375455831465,0.17899999080004114,-0.3552083022943732,-0.6251032604567456,-0.5471902370548141,-0.22101733926377548,0.23449525783477376,0.22995491918533323,0.5694592296753981,0.312225629283815,0.032319251814661484"
87,9.81,1.9349356043047239,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6052042009224113,0.19856929544678095,-0.28050595848757237,-0.42135312652927853,-0.12433042001347552,0.6649319792281086,0.5587241501933007,-0.0004102878983984759,-0.6242749941203898,-0.2679361569142213,0.05758973528678557,0.7416539452793462,0.059869049946035896,-0.5007698771113935,-0.523233781225422,-0.03736009490189535,0.6144736434097801,0.4257011755227445,-0.14800724878613136,-0.8357970907722171,-0.3103072404488158"
88,9.81,4.539957300168159,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5733808776074588,0.46634740494933546,0.00029341328536114375,-0.42368535661629714,-0.6085727062988797,-0.6336570006934489,-0.15904633426089804,0.34600696262627395,0.39625496411671374,0.5841165990873006,0.3181322436942214,-0.03663805762001804,-0.6203482640528892,-0.7172841361384562,-0.4791008367999164,0.028382031154058858,0.426925617403861,0.6263423282944528,0.6965145875943182,0.3234481065612695,-0.27145375059141"
89,9.81,2.0188807277465397,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.625187013816416,0.08708155551201707,-0.12238466597442016,-0.6569910722257593,-0.09624631271076775,0.5341221636990735,0.9160722489879759,0.012051962005638947,-0.6639311871793124,-0.34558997572474426,-0.1302606344549097,0.6214179818179156,0.565674410666129,-0.4465898109709316,-0.5906704924654645,-0.21379899980106015,0.5125422071802189,0.592164131786218,-0.005785069194665225,-0.3206633969784229,-0.6295514653892356"
90,9.81,4.154504497311094,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6793957256891705,0.27347791832998697,0.07218255213470763,-0.34160450680649457,-0.6264176879365585,-0.6248683937496677,0.14276645294211246,0.5108532589607688,0.6073700378666005,0.34130711212616227,0.025369519959415637,-0.4198405746302032,-0.46462471084970963,-0.550958370244413,-0.2829178919184418,0.2716410329437547,0.5356369428433871,0.5717315005607996,0.25396721713837894,-0.3105145616548006,-0.48624549542685364"
91,9.81,4.094796191266013,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7755374824718183,0.46225476320303716,0.07522089845916645,-0.420903134967672,-0.6411684433182852,-0.44691984722581285,-0.03503573534937636,0.37731943293400433,0.8226957011086601,0.4880836907711858,0.09781187840290932,-0.4714938074412015,-0.5959463051855255,-0.5184509062473899,-0.12786746246655603,0.446779688084327,0.7512622070192108,0.6833635777013692,0.1945272737439942,-0.30627518751976796,-0.4849606849195685"
