id,g,l,time_values,trajectory_values
46,9.81,3.488183420313869,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6924270242449335,0.2859003566890932,-0.04017144303008025,-0.5278802987361946,-0.5977336064281533,-0.35226422475725716,0.15858792817511524,0.37280496647596484,0.545591434805761,0.2815476839934822,-0.30719282677318976,-0.6546760434562227,-0.45298395200605857,0.4682515350937171,0.495190313414194,0.8958872739100693,0.3569518838774459,-0.18096656221168012,-0.5645650569217333,-0.5808017430217794,-0.23615235027412979"
47,9.81,2.8352235330248705,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7969455343059815,0.21518520967862503,-0.3231490528201205,-0.6255805501565073,-0.45345417610546485,0.059136086926235884,0.49985271521012925,0.5020556650835828,0.24826265304367037,-0.2652020465629721,-0.5478398558129445,-0.3555612907968738,0.1375880737254901,0.6953839217804918,0.4990408193410439,-0.11796967690867,-0.5604692925679471,-0.687351532878483,-0.12094551162894708,0.2768047927882878,0.4797989957730599"
48,9.81,1.7129780457598256,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7158248963408493,0.2814675955186332,-0.21099273413958797,-0.5632339672276385,0.2899275460989239,0.7370925835845762,0.11428662667592954,-0.48940549092006935,-0.5512523513030491,0.2140452299174378,0.6166108683033096,0.33010341755835365,-0.1654071207015811,-0.5540938567778355,0.30482235203828223,0.7178052305203586,0.3329575740884886,-0.6141721471295625,-0.7515535353965013,-0.10133760879036227,0.5942038242196511"
49,9.81,1.1691827337499188,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7935699080342166,-0.13029292114196378,-0.5590973351135164,-0.1464416114112987,0.6241557287092541,0.00580557658284514,-0.6348538415985295,-0.2456113076538341,0.7213577919154615,0.09036584848455977,-0.7026249900903286,-0.30959233713328693,0.9475879257888191,0.02388617314998448,-0.6446795434596142,-0.4817001964123209,0.6302305231905428,0.3540227330585355,-0.644269667034296,-0.2959297247062727,0.6611329466674096"
50,9.81,3.363326109986982,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.697375865100606,0.39690158693694944,0.06005315519339671,-0.6419002118203514,-0.5443354630485102,-0.2780447291040832,0.245249717665584,0.5863318183304864,0.5260180171187041,0.023234404207727828,-0.47449937106100987,-0.3123892476098698,-0.3195981687800384,0.10411370347570961,0.5456962370405912,0.45383354924506014,0.24500286095650745,-0.2966969741213761,-0.6792797112252668,-0.49160455962944966,-0.12126424019453437"
51,9.81,4.471156525975952,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6424425903025849,0.6381770151263371,0.3085480420444941,-0.1958868522824636,-0.6524665716326592,-0.4135995185355522,-0.24282208147711792,0.21522105647697848,0.7016897964775315,0.6005720938133844,0.2448971013938397,-0.16987293996988564,-0.6320539482605895,-0.6644657576028583,-0.3229732160977012,0.038147125269622356,0.4429448252522909,0.47112669708514276,0.5081909175214079,0.2644128297631587,-0.6689625798749433"
52,9.81,1.7442795094415047,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.799011001232469,0.16576488614120036,-0.3844859679147937,-0.3290618947829044,0.2881304630271514,0.6414768427669011,0.1269462051039405,-0.5341000679391981,-0.5902205120590175,0.005879035486463402,1.0181215203774194,0.5076475773919882,-0.21092809955085629,-0.4491301354171385,-0.1585188161474049,0.7226162913556186,0.5262459128383685,-0.3312587023059604,-0.5510788786472681,0.15743388346926018,0.49584912542635684"
53,9.81,1.067771741815763,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6467570345909177,0.1498668423674644,-0.5498372026283488,0.15055796690600376,0.47087809552555165,-0.3185139648454042,-0.5189771074679647,0.3142214250872983,0.4009229960250106,-0.33870460435540906,-0.3769207122922123,0.6456941584074085,0.3728715134654736,-0.5261900435392701,0.07468276734700788,0.6600280668602002,-0.008815848416266835,-0.6497580086511208,0.17592769545985998,0.5246122847457338,-0.12050254087505755"
54,9.81,1.4742213959055426,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6710925169971361,0.14091612595412772,-0.6829575054017221,-0.3745692983005174,0.47191839282730635,0.38636735379236575,-0.1533000786318728,-0.7475005612200896,-0.01866780287883958,0.4977500253491107,0.36847699773790743,-0.5215227249243565,-0.5155720730483776,0.041313108257395204,0.5168307296613014,0.056110985840935164,-0.6338928466073714,-0.29551122213394626,0.4817715804580865,0.49821074361120143,-0.3822147024160912"
55,9.81,3.6644478184397933,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.4266040002086009,0.4391975923912517,-0.0028654770077780126,-0.5586503307709828,-0.6538130999992353,-0.5043785380667685,0.28131342419993133,0.419834388381762,0.646255597135715,0.30149067871345375,-0.12138211301759057,-0.521635313339414,-0.6014575080623431,-0.28400192191598334,0.21357834963923222,0.6682330563047415,0.474545635496468,0.09128826251408313,-0.44218603394191114,-0.6374485484725988,-0.35433901396999734"
56,9.81,3.610364369821395,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6299716428340154,0.36913908894103126,-0.04999763369280373,-0.4015227192201183,-0.6951458141561271,-0.3904646620040377,0.18504626186255513,0.1816853474077978,0.458374558873961,0.2865350461149672,-0.40889154719583326,-0.6253423473580698,-0.599897988872059,-0.29184245669495257,0.28042809641613126,0.4948928286666685,0.5880829529469684,0.05254000827733229,-0.4108691846563375,-0.562051262697088,-0.41756368135773864"
57,9.81,1.6377842287896367,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7118777812958228,0.29726356387817054,-0.5206517795752136,-0.47781690364350343,0.29622632475490995,0.8485731766330518,0.04657654403721692,-0.6794625871270051,-0.42658041663234897,0.3878450218018372,0.43369774205862366,-0.0007772644563154574,-0.6052193533852819,-0.2810618850869579,0.5382824876596458,0.5328947469668723,-0.049625368742970216,-0.665806780497408,-0.3835527519839259,0.40813388470915585,0.5527805191889392"
58,9.81,1.0577381538718145,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6296854046142788,-0.029208682870879132,-0.5514092557729725,0.16632550348742456,0.5555233137907608,-0.47807081581933,-0.4664734165734479,0.36040292341678704,0.38026612897187184,-0.4982643251296955,-0.36499826899637167,0.44642268137255164,0.13542040495810803,-0.589856680192089,-0.2765756597979009,0.6784493554772465,-0.16884120642759604,-0.5855788312328642,0.1492748654895697,0.42503197520630587,-0.4876391357890852"
59,9.81,4.745371163636542,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5961394959265285,0.2800466681382217,-0.0005208824436866433,-0.5214668407719272,-0.5509577671240259,-0.6792315367400125,-0.35817705313539105,0.3392805759166235,0.6565700426348187,0.42401837099961115,0.42315825969076076,-0.0733866387525021,-0.42863497088234837,-0.7334226036251971,-0.48899945040168014,-0.004142868932276833,0.3033858800610767,0.5890441265094386,0.4649223554608961,0.4416728510104434,-0.1007647724900257"
60,9.81,1.041349677801264,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7699626726192432,-0.026063027539546507,-0.5533712987362965,0.24663955496513618,0.4709414173862432,-0.3662699361751492,-0.3969679665595981,0.3444008326648951,0.309819495675997,-0.6011367325052172,-0.34074620945351786,0.5290506260649886,0.22872732311536526,-0.5817118669135303,0.17508521787839842,0.5068645928143781,-0.032882006192537505,-0.6314970805701299,0.4285135606485973,0.5994406202874056,-0.5650729541901758"
61,9.81,4.815949116012768,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5897799923724016,0.4722358152754854,0.16681455656694202,-0.4484620060990605,-0.6234812406710355,-0.718720532642923,-0.24597935828322484,0.2326347150915617,0.6317848883469405,0.6304149897642926,0.40756011926227703,0.08304711324823266,-0.6071075874496094,-0.7965916344087327,-0.5625082143816204,-0.18028043677416458,0.12089189540727029,0.4841517380260496,0.6860759797418459,0.4296676916895057,-0.05933519966863504"
62,9.81,4.541662357693046,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.574198915196578,0.5074204000825261,0.16379435657303487,-0.5618737532208387,-0.7050115736266621,-0.5129703176309902,-0.21961327691270957,0.24900472585401792,0.7819962705578263,0.5570960235478398,0.2935183923466017,-0.24033323022028075,-0.6713428242549586,-0.7511605380654933,-0.47850814056671787,-0.0062828339421813,0.5215984198155366,0.5387312585419961,0.42107499204503734,0.019188104102683914,-0.3936235065084168"
63,9.81,4.686453342413124,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5978156204768017,0.5252721183078141,0.07852247174019375,-0.5211190676203948,-0.6037323631183232,-0.6666468094589433,-0.13439149783664955,0.2319147153320274,0.4859852711651481,0.6060342338017145,0.33102650873319966,-0.1063458626181443,-0.5518351399053467,-0.7365811900035839,-0.5268808314842014,-0.20565765907330297,0.16943031325248603,0.6225300356293367,0.2826230235801858,0.19200858242886965,-0.20444396092443606"
64,9.81,2.7155539348532884,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.713798215384998,0.3035739961859963,-0.2437198102035444,-0.6798065891001761,-0.2750399050588038,0.04623267212686045,0.45483575356866557,0.550311052559298,0.07436680774717883,-0.6058056726221557,-0.5932273840167029,-0.30555802320660763,0.10996019386418021,0.6793395535014215,0.2918417567764723,-0.2452895260072479,-0.6401277723798093,-0.4766997630518458,0.14881832335553763,0.4858470813209057,0.724118461103421"
65,9.81,0.7649119413228004,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7597461404778659,-0.3232349983264271,-0.5974237830994304,0.6903249640929248,-0.44260572893697536,-0.22177817628677096,0.5353113772307105,-0.34778835952522186,-0.1461497602527676,0.7605254120949079,-0.4018605145969475,-0.008035071917373404,0.5706310523848926,-0.407519614740504,-0.05261642007227549,0.35743716566219375,-0.4371756617937583,0.08252414252801818,0.3957672846010528,-0.6547691850989501,0.06501934974523534"
66,9.81,1.176425744465176,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6840863446339813,-0.02818644114044723,-0.7716648567564367,-0.04228587526649061,0.19956500839121477,0.18175382203390045,-0.6677016883121359,-0.17067898507623336,0.5887383705266388,0.19264700608270557,-0.7031990778161196,-0.4062086335609204,0.8985942123005852,0.22480294347978363,-0.6565146738378965,-0.3761679282925439,0.6733464587988837,0.38136766747027817,-0.6980381772015856,-0.3652268946597985,0.5758539809249927"
67,9.81,4.121907697701328,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6383257107348131,0.37220943031903403,-0.024718327446042174,-0.49085864828038395,-0.5224746891719261,-0.42943046777187865,-0.02120209759347136,0.5059892171320617,0.6987844015631205,0.4834632411410967,0.07795616029856087,-0.35278244651947077,-0.6707738901960474,-0.5176530220273277,-0.14429156875929797,0.3012417615265168,0.5933587430648737,0.6567903777310604,0.1494140505044589,-0.2588512475757723,-0.6596314508520523"
68,9.81,1.964887076378175,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6566179338113249,0.382540340585784,-0.20777475001350926,-0.6444435447617074,-0.22486210006199808,0.5667087190221393,0.7567157961188871,-0.10088296622723578,-0.6840227111363385,-0.33275911927559,0.21421005136324472,0.7603590058537232,0.22150773299908236,-0.5828352224007289,-0.6177751239735472,0.025869736937000648,0.6002564331931913,0.47913562169662605,-0.05751534450168849,-0.7586956796502023,-0.27498451622100784"
69,9.81,4.017690319874987,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5069432466493595,0.4507986272788352,-0.006439789309608734,-0.506143305983398,-0.6686627376522714,-0.4857337766071004,-0.03388949827727637,0.3232732262138074,0.978546308964112,0.48045813200667514,-0.0029465569512512786,-0.3834028087414572,-0.5991914294580003,-0.6161305681639467,0.11580597493878309,0.4436420909304871,0.6093545325995794,0.5144481934760377,0.15828145061311902,-0.32543517401794664,-0.5313281672218435"
70,9.81,2.306633901589477,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.4754146871426002,0.3443320061732472,-0.24414138694737086,-0.6131688812274488,-0.3910020269935142,0.3402356650094222,0.48248579502610894,0.36976557082257744,-0.42033581191854835,-0.708619241848797,-0.32300500040956615,0.24273317698604294,0.673651113073845,0.29901707045646675,-0.5645657486203599,-0.5259964065036519,-0.11406741247542451,0.3805370467506297,0.6783298911445186,0.25603268531020035,-0.40685912363066606"
71,9.81,1.6742735108154454,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7119652338241107,0.20658672271070172,-0.2659747495971563,-0.4696386622078128,0.34755080622570556,0.7657950727142515,0.23662613702757915,-0.46942159764655833,-0.4603174472768298,0.30499864869005333,0.4909866160049081,0.1324093234231009,-0.4606119038770853,-0.6780792152217637,0.25139761667072386,0.33519541332514724,0.12309722007642998,-0.4427081046258112,-0.46721374118734704,0.0743418378058931,0.4979799934355901"
72,9.81,3.825665580678579,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5936572704010298,0.44356102104621675,-0.0764370432193969,-0.609124977037676,-0.6741192955705863,-0.6590916354717192,-0.06635185734937671,0.5493221592896772,0.668004491566839,0.46652782419049355,-0.1420338902707051,-0.5004076908638727,-0.6628591877148087,-0.3700297634059302,0.1418283969701797,0.5155240075272158,0.60847566190599,0.3997766108206741,-0.3153105684152483,-0.5237224953696021,-0.37791989254217806"
73,9.81,3.6904922352507556,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7874042142302679,0.6824263127990832,-0.06928352579878526,-0.5826672686663841,-0.5839948379909968,-0.44573683247818574,0.10297682079528316,0.43964668639381344,0.46766762182580135,0.32290962511469534,-0.2277028348594739,-0.49846400265495755,-0.5256325774392062,-0.2977041385750916,0.246218191359765,0.5565014532045104,0.5673358629525643,0.23367301614547853,-0.43275926769088735,-0.42988230360862417,-0.32930822425877804"
74,9.81,4.477962914891677,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6696830746933059,0.4934088466179107,0.17578697801560597,-0.36133285820513733,-0.7545016364995611,-0.6168351882031077,-0.30256642556135976,0.2507821128050325,0.6766279960213636,0.5749958689129697,0.07598621052945895,-0.16259373075112515,-0.5965035603290966,-0.678263718251931,-0.535255412785854,0.05981939280748661,0.5750017320875201,0.5410059244135511,0.485540188297304,0.06831657528739844,-0.41893337902670824"
75,9.81,3.538990057796527,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.3437355960933955,0.4176851199516161,0.11504554739734188,-0.47895589301577723,-0.6593841243322779,-0.30816375540662494,0.20098679193035568,0.5512625102204052,0.626638615624602,0.3431814363293024,-0.16789281363803288,-0.5028387751440182,-0.5188880473322879,0.1449564911628168,0.397106753646609,1.125489088881519,0.48470808363572465,-0.09182772676542994,-0.8879110939337164,-0.532804387222765,-0.38889989009978176"
76,9.81,2.2891179937391044,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6165781138639612,0.34014617742997877,-0.345639118119336,-0.6321490451841727,-0.28500316922996655,0.4963218825250217,0.5761776176139575,0.28162441620356093,-0.45133005628098943,-0.43771009436308095,-0.29388842522677733,0.3669186998765698,0.6814206982741771,0.3211234659215632,-0.5386316588374525,-0.6218160057235317,-0.2710949762463839,0.4061195533365467,0.7064222160792176,0.19488344441462022,-0.6548841762408801"
77,9.81,0.9989224455959419,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7090327451457059,-0.13458117937539527,-0.555959065269622,0.18154687171347164,0.49436887778455274,-0.4592064903221732,-0.4320347910370995,0.5888113119345311,0.20323651848679636,-0.6811325364113188,-0.1870432813561802,0.4638302597622258,-0.22629068654173137,-0.4702276718370055,0.4528680187517353,0.3142108827045753,-0.5233917602372267,-0.029702000234823833,0.6465000847645374,-0.03454509696689162,-0.6201976417086401"
78,9.81,0.7572021921350203,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","1.1114783701026503,-0.3439064772898659,-0.06652016407017156,0.6644447565175747,-0.27955184278410844,-0.2574049449614469,0.40917548987842267,-0.5076717455107851,-0.09193261743419445,0.8031524697729774,-0.45814545889422476,0.03312213984646024,0.5453407868269425,-0.5178865563897548,0.10280025958114697,0.325173223347246,-0.6367268432399777,0.17806641894122532,0.4017255593555953,-0.8797336145872785,0.21325584886192842"
79,9.81,1.5462533153342712,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6440974083980363,0.15887653870796234,-0.604667516470134,-0.4695467519447344,0.31997477999779395,0.8675533146294242,0.08220102660392714,-0.8397195212122734,-0.34104848132347215,0.633792780316758,0.4866768764171105,-0.26707256409620295,-0.6988906103352619,-0.16132213197141965,0.6070034854517161,0.3699852226055559,-0.5190133369918225,-0.6196793363689902,0.05067733153512566,0.611098937860858,0.2743617784236383"
80,9.81,3.1219461422747115,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.8125475350093633,0.34207188373385666,-0.06467851215317393,-0.7667273740046224,-0.31668874497146093,-0.12367021454748366,0.34096235510067174,0.5285156140799083,0.40903613586375226,-0.6342852546717306,-0.6211066810777318,-0.5914053228745506,-0.23461871054741368,0.3746603794303025,0.7501224631584956,0.45849080837227413,0.042057572826063316,-0.4806310382813724,-0.5893732576509076,-0.12347295251087287,0.7504144612374835"
81,9.81,4.487129823632635,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7964442056360517,0.6362079645229459,-0.010614308276739329,-0.4591535846238956,-0.6488954776208951,-0.44591904566830187,-0.18005857883024345,0.16101678254945806,0.7883099052564343,0.6546075293591131,0.10882004975831677,-0.16118119901009226,-0.6610936903743053,-0.6699347961989051,-0.25187967687416557,0.046494202469918595,0.5418975662479305,0.5973313793205957,0.5117531435483378,0.15378989503038282,-0.2686315949314254"
82,9.81,3.451909178447057,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.4275157509530339,0.46387749009388346,-0.1562021199974751,-0.5106101341248939,-0.5884853932820849,-0.4073957581884827,0.23249470559765617,0.6039043189697298,0.5439183627280335,0.2669782256799224,-0.20317109472092168,-0.7503039142596508,-0.4244578351218185,0.1096624077788647,0.5028470613676183,0.5076707282625675,0.42063504054793915,-0.20436102403054895,-0.5886637347916087,-0.5422025890019461,-0.22854942609953127"
83,9.81,2.9180927407107022,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7858099921411535,0.17632719033381133,-0.3177694748777644,-0.6064276681736619,-0.47060873579065754,0.061665491107048734,0.2572658801734806,0.43525172124639805,0.26703047565094895,-0.3372180876069922,-0.6297206520372727,-0.42996219513776207,0.32603018114705196,0.5553868425087524,0.578177477550849,0.03984799753433396,-0.3904088360907051,-0.6941361309345383,-0.2961144826463473,0.19205537415832705,0.8291049623196346"
84,9.81,1.4077919296773338,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6499182590079325,0.1371422633272655,-0.6813741304714889,-0.07320304133091476,0.4901481435733032,0.4195616257204434,-0.31592319548258957,-0.5461571898669403,0.36014946098851003,0.6336903457572556,0.11753959409384443,-0.5802471224944916,-0.22860099130210917,0.3640383989439461,0.4412019524679091,-0.4714638625239099,-0.5291396995252093,0.20254778539194038,0.9053253627057438,0.22607819280516867,-0.47728327617489713"
85,9.81,4.922662355299719,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5083560290356046,0.4604570570802368,0.053394206212851424,-0.5029443817904651,-0.658631290881095,-0.6458025033853532,-0.15079178401286136,0.25499702694503673,0.46146964229379667,0.6526965355734811,0.4490400102948945,0.024314096456632406,-0.4158889271992927,-0.5575701631775587,-0.6326109751672253,-0.2296003647864337,0.29203800770653066,0.4144895684017622,0.3613639980548643,0.3561923132413155,-0.32538223977881325"
86,9.81,2.4972612965321908,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.36168132073325404,0.28344796843076936,-0.2500388667509908,-0.5156867978883971,-0.5376627780167094,0.22609796237300872,0.7243441052813728,0.39627838372312874,-0.1703660114035442,-0.6551387599128387,-0.4075445823628694,0.09634601620488598,0.57854385856685,0.565515353704568,-0.11862908984749104,-0.688867885892382,-0.41494830508443337,0.04639485833680951,0.5290710231378296,0.5683372076795679,0.07724387888446808"
87,9.81,2.3533933957484514,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.5006653571838912,0.21376442122867564,-0.3925947905825162,-0.5272134577689946,-0.5074157188154048,0.3531394750570521,0.44879463922940155,0.32317082563699473,-0.4774141607649504,-0.6687980760401837,-0.27663432408371347,0.31205909185295744,0.6437367620576981,0.385392782975388,-0.32823933047476017,-0.6192467154546414,-0.24132486496064154,0.26279479950460466,0.5744134352005086,0.37200287340141996,-0.5671410960758714"
88,9.81,1.3590083639834323,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7135458984307579,0.1407710781605323,-0.6188570474939197,-0.09826144566458028,0.5194351345765517,0.21828572007653047,-0.41800114618873585,-0.4102053685753069,0.1609321453431601,0.731810515139687,-0.16169906303780113,-0.7202873648387617,-0.21962321339277038,0.542442014668495,0.33601192509671135,-0.7068506308085503,-0.6107560363673123,0.3569705613731652,0.5261416477954792,-0.23468552765651435,-0.571999522785124"
89,9.81,4.53332522950751,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.7099840513076158,0.39090339204007984,0.21565053056014677,-0.3803543731827834,-0.7170191301797902,-0.5773356829401096,-0.20687651966486764,0.2991438623520095,0.8192167011946043,0.5876189844377752,0.09250911340227042,-0.01970317505135341,-1.1084564665911425,-0.6949921764116496,-0.5712765254868772,0.14047683173268188,0.22079845889756464,0.6642276310002141,0.4029550712404664,0.32287708566098805,-0.4647639515936497"
90,9.81,3.4662310877701437,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.45012814379366384,0.33226801886784163,-0.1440526155410426,-0.5167219244400449,-0.5517358853508559,-0.28960916300465545,0.20814660632119947,0.5385173872104635,0.6778008223681997,0.19155683584182556,-0.23360742147273672,-0.6622512460038399,-0.5098172664195274,0.059702036597686955,0.46642461530928153,0.6496420409897021,0.267682704236206,-0.19801453156119725,-0.3716373733737606,-0.5374787227961623,-0.21142304877343868"
91,9.81,1.0067049604229965,"0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0","0.6621777152464409,0.03955379904758802,-0.7680477536026767,0.3994876423660488,0.5660175666116035,-0.5406386088212054,-0.36055410182623815,0.55991584092587,0.22221654675961938,-0.6245616320460081,0.0217020239740206,0.5781797536392803,-0.13360631580782087,-0.4467057845109376,0.3627371328780552,0.251131535979429,-0.4634357392381283,-0.03187362509159361,0.5918795208965555,0.11121337170610744,-0.5826224781384339"
