file,n_obs,t_baseline_days,P,K,e,omega_deg,msini,mstar,t_peri
synth_00269.npz,63,36.083600000012666,1193.3,46.8,0.19,-67.3,3.04,1.68,888.2695207503513
synth_00270.npz,95,5224.776229000185,36.9987,130.06,0.0796,292.7,2.55,1.32,31.518301313981603
synth_00271.npz,136,4687.106219999958,20.8133,12.0,0.12,90.0,0.17,1.06,2.8916267170324077
synth_00272.npz,16,264.09880000026897,3.89713,126.0,0.047,90.0,,1.21,2.742744634982716
synth_00273.npz,49,1286.6270779999904,4.6955507,2.18,0.0,90.0,,0.514,3.8555311814836077
synth_00274.npz,81,845.7081699999981,2.663416,115.56,0.012,90.0,,0.65,2.6150172643899015
synth_00275.npz,53,2801.23794899974,42.8961,1.57,0.0,90.0,,0.88,36.19532434242514
synth_00276.npz,66,3556.2334259999916,11.724128,4.91,0.136,2.3,0.04876845,0.77,4.972278720975743
synth_00277.npz,81,1944.7939999997616,6.1406325,8.97,0.25,31.67,,0.901,6.015908323357423
synth_00278.npz,18,2210.938000000082,2.686502,485.0,0.0,90.0,,0.97,2.6166110516046617
synth_00279.npz,18,0.19939100043848157,1.360029395,327.21,0.01353,-88.29,,0.903,0.685015497297591
synth_00280.npz,22,2188.9648000001907,110.9,5.1,0.3,110.0,0.15,1.47,83.55722112895509
synth_00281.npz,15,2102.1965999999084,7.78993,1.43,0.0,90.0,,0.73,7.118731462537202
synth_00282.npz,120,5963.817784999963,22.65398,584.0,0.676,12.6,,0.99,10.786626245438693
synth_00283.npz,55,3788.7070899996907,2.2554477,110.5,0.0,90.0,,1.147,1.9482246907740657
synth_00284.npz,23,4839.753000000026,3.66003639,74.1,0.039,-48.0,,1.187,2.5677664818665735
synth_00285.npz,38,822.7209199997596,3.5379559,2.04,0.0,90.0,,0.901,1.0398910555782963
synth_00286.npz,28,1559.8583000004292,242.4,39.0,0.022,-121.0,1.45,1.338,186.078910243994
synth_00287.npz,37,485.8127000001259,123.01,3.25,0.35,314.0,0.072,0.942,70.19993550857698
synth_00288.npz,42,1644.6949999998324,1192.77951,137.999,0.314,243.89,,1.795,111.93657612805384
synth_00289.npz,19,6167.0641800002195,1.46712127,3.389,0.00086,14.0,0.00871,0.312,0.5742025480932403
synth_00290.npz,55,1450.9473999999464,19.98,3.61,0.168,46.0,,0.859,1.4733454476881624
synth_00291.npz,81,881.7038759998977,3.31211,75.17,0.0,90.0,,1.07,1.5771173605406432
synth_00292.npz,19,85.77539999969304,4.3888497,37.5,0.173,330.0,,0.837,1.8807959306361886
synth_00293.npz,41,1951.6558999996632,1.1980035,2.21,0.0,90.0,,0.36,0.5076389397596464
synth_00294.npz,122,3722.800028000027,4.1480467,55.9,0.071,90.0,,0.7133,2.4320012469210863
synth_00295.npz,20,2525.1915099998005,1.2392495,9.2,0.0,90.0,,0.505,0.15204433927786892
synth_00296.npz,52,1595.6599999996834,4540.0,11.4,0.103,24.0642,0.84,0.875104,4239.310851204066
synth_00297.npz,61,1785.1314600002952,4.78503,7.26,0.0,90.0,0.06276941,1.068,3.273201915552475
synth_00298.npz,200,4365.016459999606,428.5,57.5,0.031,126.0,2.75,1.46,352.99031207130264
synth_00299.npz,74,3652.108600000385,603.95116,4.42,0.373,118.3,0.09250228,1.0,541.6241445151271
synth_00300.npz,56,5988.716169999912,1.0528573,2.71,0.0,90.0,,0.727,0.6141527696397242
synth_00301.npz,117,1511.9623030000366,44.3936,10.17,0.088,31.0,0.17808352,1.015,1.7854316115504816
synth_00302.npz,34,800.0745599996299,25.2,300.0,0.58,344.0,3.6,1.0,17.9294679677675
synth_00303.npz,20,749.0001099999063,417.9,129.4,0.11,133.1,6.7,1.7,237.79590449665736
synth_00304.npz,40,2944.017378000077,1624.0,18.2,0.239,27.0,0.99,0.95,1341.3545288047283
synth_00305.npz,155,2767.6150000002235,480.5,146.2,0.07,22.1,6.0,1.1,255.70310750442235
synth_00306.npz,32,2870.0961199998856,3.79701816,34.0,0.33,90.0,,0.93,3.08790259861061
synth_00307.npz,147,861.7265729997307,2.8807198,108.7,0.0,90.0,,1.056,2.8721072920577297
synth_00308.npz,22,2188.9648000001907,1.9000693,590.0,0.08,90.0,,0.95,0.6660784350474153
synth_00309.npz,24,346.94951000018045,11.8482,3.84,0.36,-92.74,0.0367,0.875,2.026296225652951
synth_00310.npz,54,3401.8885999997146,836.4,7.94,0.0,0.0,0.45,1.35,327.5968022632443
synth_00311.npz,27,335.04171100025997,4789.87297,268.248,0.811,145.683,,1.04,3607.0137915163778
synth_00312.npz,37,2765.389098000247,3.105161,97.7,0.062,90.0,,1.257,1.3638765492780707
synth_00313.npz,28,2689.783216000069,4.754,5.4,0.0,90.0,,0.75,2.7971590402264868
synth_00314.npz,33,1325.5770000000484,11.53533,32.0,0.251,2.1,,1.324,1.4691220019122098
synth_00315.npz,162,770.9568119999021,3.547851,125.7,0.0,90.0,,1.209,2.576178024390633
synth_00316.npz,23,2633.819279999938,3.97097,27.6,0.09,90.0,0.21,0.99,1.1121988153398132
synth_00317.npz,49,1791.2528729997575,3.446459,254.1,0.12,90.0,,0.986,0.6569556066124722
synth_00318.npz,20,2511.0809999997728,1733.0,5.9,0.37,90.0,0.23,0.58,1495.4923475446762
synth_00319.npz,18,655.0333000002429,29.671,3.5,0.0,90.0,0.03901476,0.629,16.746692815469146
synth_00320.npz,15,1326.3148000002839,36.441,2.54,0.31,178.0,0.04238136,1.079,17.65562595803971
synth_00321.npz,73,822.1295899995603,4.8101069,38.0,0.0,90.0,,1.73,4.323438395105716
synth_00322.npz,44,2513.0807410003617,21.85849,3.095,0.109,305.399,0.05,1.29,1.880101973515065
synth_00323.npz,35,386.97384199965745,11.8143,9.2,0.22,-13.0,0.11,1.157,8.22457752266241
synth_00324.npz,155,2767.6150000002235,3.2130598,35.8,0.0,90.0,,0.733,1.0538267103545957
synth_00325.npz,52,528.6399999996647,5.508023,27.1,0.084,120.0,,0.77,0.9661609373420762
synth_00326.npz,35,842.5455199996941,3.2642736,162.0,0.312,90.0,,1.561,2.2027274184038292
synth_00327.npz,22,1035.1830000001937,4.62332,1.0,0.0,90.0,,1.07,1.6774419818636297
synth_00328.npz,55,2542.095590000041,522.2,170.0,0.21,13.0,8.4,1.44,172.2716037283333
synth_00329.npz,83,548.6837500003166,1488.79123,260.287,0.821,313.959,,1.26,1404.9391808192138
synth_00330.npz,28,0.13901999965310097,34.15,4.05,0.25,108.0,0.04530724,0.62,6.806038334204452
synth_00331.npz,76,3779.725790000055,4.21802091,39.7,0.0,90.0,,0.961,2.160359198310752
synth_00332.npz,23,839.8808600003831,11.6334681,17.4,0.274,145.0,,1.107,0.2793568039890403
synth_00333.npz,21,2552.0558699998073,16.553,2.63,0.29,4.3,0.03215572,1.05,2.7042320125900354
synth_00334.npz,15,315.1588900000788,2.543371,131.4,0.074,95.0,,0.632,2.246861587980326
synth_00335.npz,122,3722.800028000027,8241.0,20.7,0.76,118.2,1.35,1.0,6504.189045150305
synth_00336.npz,23,1089.966899999883,2.9223,55.6,0.068,0.285,,1.538,1.6272403525847756
synth_00337.npz,76,2500.030999999959,4.5195064,35.7,0.0,90.0,,1.04,1.0053795468846871
synth_00338.npz,24,151.75,77.144,2.16,0.074,148.0,,0.806,43.026879513738066
synth_00339.npz,24,417.9093000004068,9.3745,2.646,0.396,201.9,0.02271666,0.86,0.11386760905206089
synth_00340.npz,15,2575.9330000001937,5387.0,19.9,0.196,89.0,,0.77,3840.8966898625786
synth_00341.npz,59,2381.7039999999106,4.601088,3.762,0.235,295.5,0.03272206,1.16,3.2978329553336025
synth_00342.npz,33,3530.246320000384,13.8508,2.52,0.363,43.0,0.01771387,0.515,8.948240412412867
synth_00343.npz,18,1470.0067300000228,0.4465697,1.95,0.0,0.0,,0.806,0.2730053328351713
synth_00344.npz,81,881.7038759998977,3.560829,82.6,0.191,90.0,,1.097,0.26249161106599933
synth_00345.npz,23,447.87538200011477,0.765548,29.7,0.0,90.0,,0.97,0.18863559679503625
synth_00346.npz,129,877.7414190000854,1066.0,9.3,0.27,246.0,0.35,1.0,612.2869992723954
synth_00347.npz,65,2917.998738999944,1.90261131,192.0,0.0,90.0,,1.88,0.7499841992989043
synth_00348.npz,63,16.21430000010878,25.575,0.78,0.071,280.0,,0.742,25.370994070970454
synth_00349.npz,17,2552.886119999923,5.4693827,1002.5,0.342,73.1,,0.645,5.0523168768331335
synth_00350.npz,71,2557.086099999957,1278.0,13.8,0.411,136.0,5.69,1.72,194.26609942380233
synth_00351.npz,85,3503.680349999573,15.3889274,2.01,0.021,90.0,,0.94,9.078860729144601
synth_00352.npz,16,3621.940700000152,2.647298,166.0,0.016,90.0,,0.617,1.8430888579574685
synth_00353.npz,42,3419.7494700001553,10.8540774,3.38,0.076,90.0,,0.929,1.4820527872820848
synth_00354.npz,18,0.19939100043848157,712.13,113.0,0.2,260.8,7.32,2.1,222.6087381701571
synth_00355.npz,54,3401.8885999997146,9.139703,4.7,0.18,-119.0,,1.204,6.543276493298482
synth_00356.npz,81,881.7038759998977,4.5445828,28.03,0.06,-112.0,,0.298,4.095160342310216
synth_00357.npz,38,2024.592499999795,5.7987,137.0,0.091,90.0,,1.548,1.9816631057503167
synth_00358.npz,94,455.9846299998462,55.99712,1.35,0.0039,39.0,,1.227,13.380159696822043
synth_00359.npz,43,401.9543000003323,4.7869491,309.0,0.0,90.0,,1.648,3.9338764878565984
synth_00360.npz,64,810.7964499997906,535.59998,251.0,0.35,90.0,12.89,1.61,313.3167118292197
synth_00361.npz,50,867.803201999981,38.06,1.48,0.55,101.0,0.02287398,0.686,18.13895533012162
synth_00362.npz,102,1480.9457259997725,1276.0,65.7,0.21,268.7,3.71,1.126,326.8474273419906
synth_00363.npz,47,2414.6953999996185,7.071392,0.66,0.094,90.0,,0.803,0.5137956653649479
synth_00364.npz,22,501.7293400000781,1145.0,12.0,0.11,90.0,0.66,1.1,20.485676927036675
synth_00365.npz,17,1601.7590000000782,1.87567,3.935,0.194,92.251,0.024,1.03,1.0878326685786557
synth_00366.npz,21,3422.7347500002943,322.03,35.33,0.208,-117.9,1.841,2.0,61.543241362347885
synth_00367.npz,24,13.001265999861062,4.927,68.0,0.0,90.0,0.57,1.0,4.806450984708944
synth_00368.npz,200,3167.150970000308,19.98,3.61,0.168,46.0,,0.859,2.147395023155222
synth_00369.npz,48,6167.104199999943,18.01939,55.265,0.047,156.983,0.619,0.81,8.146364191493614
synth_00370.npz,51,1945.686699999962,628.96,142.1,0.1,287.0,6.47,1.13,248.225225965751
synth_00371.npz,53,2801.23794899974,3.73543,59.2,0.0,90.0,,2.28,0.867783254125831
synth_00372.npz,30,1527.8300000000745,8.3249113,34.7,0.0,90.0,,1.142,6.233324996024952
synth_00373.npz,21,737.0183999999426,2.52221,3.662,0.399,84.352,0.023,1.14,1.6235585879665795
synth_00374.npz,28,744.9494499997236,3.0566527,140.0,0.136,90.0,,0.931,2.2183891875595476
synth_00375.npz,121,3399.698921999894,124.26,3.42,0.055,239.0,,0.32,10.289793640898433
synth_00376.npz,77,4845.79224999994,3549.0,38.23,0.2393,-95.9,2.851,1.033,1251.8863823065417
synth_00377.npz,36,3005.832088999916,6.180235,270.0,0.0,90.0,3.0,1.317,3.2126905601580207
synth_00378.npz,38,822.7209199997596,6.02976,1.17,0.0,90.0,,1.17,2.573026083618858
synth_00379.npz,46,1883.842100000009,12.089,2.47,0.092,157.0,0.02860034,1.046,0.49102570547961716
synth_00380.npz,75,4773.041399999987,487.08,25.57,0.0,90.0,1.21,1.28,94.50689273307835
synth_00381.npz,17,184.80300000030547,7.28243,0.675,0.0,90.0,0.0054117,0.77,6.882075849553061
synth_00382.npz,15,274.20014999993145,9.139703,4.7,0.18,-119.0,,1.204,1.4858390010370768
synth_00383.npz,48,9.056950000114739,2.64561,5.59,0.08,84.0,0.022,0.45,2.2541981712868426
synth_00384.npz,35,842.5455199996941,14.0726,3.95,0.09,117.45,0.0402,0.8,11.569607384650238
synth_00385.npz,26,86.90799999982119,2.5441765,108.0,0.0,90.0,,1.05,0.9955203813548309
synth_00386.npz,200,709.0146900000982,4.43527,293.44,0.06,90.0,,1.34,2.0703109420596664
synth_00387.npz,27,1.0839999997988343,24.646729,0.88,0.048,-180.0,,0.549,20.308949248657687
synth_00388.npz,111,1968.6408219998702,3.6089254,67.0,0.16,90.0,,1.24,2.4565461697830093
synth_00389.npz,200,2432.165634999983,41.6855,3.1,0.0,90.0,,1.67,34.88841812491403
synth_00390.npz,33,2742.651099999901,3.0927616,533.1,0.0,90.0,,0.75,2.3430656289526963
synth_00391.npz,54,2686.7478710003197,1.62116,2.14,0.0,90.0,,1.04,1.1206616716099305
synth_00392.npz,43,3190.207419999875,154.378,28.5,0.054,130.0,0.675,0.85,140.9431165371298
synth_00393.npz,23,2421.220610000193,1.32734683,334.7,0.0,90.0,,1.03,1.0921504398144906
synth_00394.npz,38,1654.6461900002323,44.505,2.71,0.0593,309.97,0.04750967,1.0,7.969184910881116
synth_00395.npz,18,265.0901100002229,1071.23205,23.7,0.29,90.0,,0.777,801.521824055046
synth_00396.npz,15,1326.3148000002839,1257.99159,64.237,0.261,228.102,,0.93,109.04437548816745
synth_00397.npz,24,874.7110000001267,4323.0,115.0,0.0,90.0,9.45,1.04,1840.9765267910552
synth_00398.npz,23,615.5995719996281,6.226185,2.4,0.089,288.0,,0.538,2.470250648516349
synth_00399.npz,42,3357.916222000029,1.0187068,256.0,0.0,90.0,,0.82,0.20595001207586522
synth_00400.npz,30,1914.7390000000596,0.882059,322.0,0.0,90.0,,0.767,0.8272876422183522
synth_00401.npz,25,2458.169397999998,2127.60566,171.084,0.357,21.038,,0.98,201.64739731721843
synth_00402.npz,17,747.0429000002332,1.4811235,276.0,0.0,90.0,,2.52,0.007256638675831554
synth_00403.npz,118,166.6404760000296,5.748913,2.702,0.097,283.4,0.02598887,1.16,1.8564436061542928
synth_00404.npz,20,172.75150000024587,31.56,2.66,0.13,221.0,0.0371,0.86,31.267903307692965
synth_00405.npz,18,46.88226099964231,1.8882378,1460.0,0.18,90.0,,1.78,0.49980734689890527
synth_00406.npz,21,1127.0420999997295,963.6,58.0,0.778,343.4,1.79,0.98,800.4569942528856
synth_00407.npz,28,910.780999999959,11.364929,101.63,0.124,46.4,,1.239,1.9674241936693615
synth_00408.npz,22,6167.106509999838,1.84683,290.5,0.0,90.0,,1.62,1.082941136992288
synth_00409.npz,15,1326.3148000002839,24.16,3.0,0.0,90.0,0.02831702,0.55,23.15516953793411
synth_00410.npz,47,4439.8991299998015,1051.44521,125.172,0.319,87.073,,0.626,753.3744083858244
synth_00411.npz,55,1450.9473999999464,0.9689951,494.0,0.0,90.0,2.74,1.211,0.9501074234588749
synth_00412.npz,32,2870.0961199998856,13.4586,5.13,0.49,109.0,0.03744159,0.62,7.73272811742975
synth_00413.npz,21,132.77859999984503,62.25,16.6,0.645,243.0,0.228,0.799,61.21258548295048
synth_00414.npz,30,720.1207300000824,2.76953,1.69,0.039,57.0,,0.439,2.3182268657595024
synth_00415.npz,33,4431.0,11611.2975,33.29,0.46,-25.71,3.67,1.15,9036.471682116755
synth_00416.npz,17,2552.886119999923,15.53,3.004,0.05,197.062,0.02084133,0.426,13.798247943735598
synth_00417.npz,69,3606.1718999999575,516.21997,189.7,0.08,90.0,14.74,2.78,325.98853209604624
synth_00418.npz,21,1405.1162999998778,3.7521,63.4,0.0,90.0,,1.18,1.3371154144595336
synth_00419.npz,31,1336.2092000003904,18.08816,2.91,0.5,90.0,,0.471,9.555657300941297
synth_00420.npz,66,300.2229100000113,270.27,242.24,0.453,28.6,7.902,1.234,61.216261941072396
synth_00421.npz,30,449.8299340000376,439.29999,14.1,0.09,90.0,0.44,0.76,341.5751258457919
synth_00422.npz,18,79.82730000000447,3.1481,1.8,0.012,226.0,,0.295,0.5354241309337612
synth_00423.npz,44,1795.098321000114,5.0505,130.9,0.02,90.0,1.09,0.97,2.9151382413567766
synth_00424.npz,81,845.7081699999981,695.69,71.39,0.0826,11.3,1.688,0.402,372.8195263188941
synth_00425.npz,25,2458.169397999998,2.7325321,174.0,0.0,0.0,,1.334,1.8359959785827809
synth_00426.npz,95,5224.776229000185,3.58572,54.0,0.0,90.0,,1.41,2.72689200656596
synth_00427.npz,55,59.86530000017956,8.0277327,8.0,0.062,-10.0,,1.119,0.8816689123271159
synth_00428.npz,45,1366.12099999981,7.331602,2.83,0.178,286.0,,0.83,4.581818404446912
synth_00429.npz,74,3652.108600000385,4.90634,2.09,0.03,338.0,0.00364977,0.097,2.031008304374274
synth_00430.npz,22,1101.6718999999575,3.738252,13.25,0.089,89.99,,1.12,2.296039745288599
synth_00431.npz,66,1582.7960850000381,18.859023,4.696,0.18,72.8,,0.635,13.087870460844247
synth_00432.npz,30,1277.6776000000536,464.4,25.0,0.119,301.0,1.26,1.54,271.89671962723276
synth_00433.npz,19,306.05009999964386,3.62156552,58.1,0.072,90.0,,1.165,2.654194946039593
synth_00434.npz,39,1870.7968629999086,74839.94555,104.77,0.773,82.007,,1.19,38918.6619338206
synth_00435.npz,19,923.6017899997532,49.2519,41.2,0.157,21.5,,0.849,22.79711904845398
synth_00436.npz,64,810.7964499997906,68.27,38.2,0.12,90.0,0.86,1.2,19.577710444171498
synth_00437.npz,48,310.18330000014976,3.1774835,90.0,0.0,90.0,,1.178,0.7281256504119802
synth_00438.npz,17,1092.0413899999112,966.5,2.83,0.092,194.0,0.14095656,1.046,672.0094855377425
synth_00439.npz,33,3640.9205000000075,0.94145223,1814.0,0.0051,-85.0,10.14,1.294,0.6549790045416051
synth_00440.npz,40,819.9497400000691,271.9445,11.5,0.117,-21.0,,1.1,53.16039425016401
synth_00441.npz,28,1420.0998599999584,4.3135225,0.61,0.0,90.0,,0.715,4.192042562893906
synth_00442.npz,21,1844.871999999974,144.72,19.8,0.118,334.0,0.451,0.836,97.1289409234814
synth_00443.npz,19,371.0381499999203,1569.81,33.11,0.149,40.8,3.651,2.72,833.9083823760174
synth_00444.npz,20,436.82689999975264,1.266938,33.7,0.09,90.0,0.21269339,1.29,1.065717017535678
synth_00445.npz,126,1575.9270000001416,4.023687,125.0,0.0,90.0,,1.31,1.957605942716271
synth_00446.npz,44,1559.752100000158,0.8574347,2.1,0.0,90.0,,0.23,0.4080916469110127
synth_00447.npz,22,2521.959899999667,13.340603,2.27,0.18,90.0,,0.913,3.4455362364975888
synth_00448.npz,162,770.9568119999021,4.417965,12.1,0.035,-0.9,,0.78,0.6898010920422301
synth_00449.npz,19,886.4000000003725,2041.11539,69.433,0.1,286.99,,1.03,1452.4997153945496
synth_00450.npz,51,1772.123900000006,5.01718,110.1,0.0,90.0,,1.06,4.235056667629559
synth_00451.npz,17,1092.0413899999112,17.305904,1320.0,0.597,90.0,,1.59,11.72992058504597
synth_00452.npz,23,1995.6920260000043,280.17,13.15,0.238,326.0,0.443,1.12,103.33272433270437
synth_00453.npz,166,2553.917661000043,4.0460435,54.6,0.0,0.0,,1.32,2.3293966249832527
synth_00454.npz,39,2801.207969999872,1.7554137,202.7,0.0,90.0,,1.076,0.9890219750382113
synth_00455.npz,42,3419.7494700001553,2.1748,5.0,0.0,90.0,,0.7,2.036843918339894
synth_00456.npz,30,1690.282399999909,653.9,76.2,0.479,64.6,,0.77,253.50016719782522
synth_00457.npz,29,180.77400000020862,158.991,9.36,0.2,-44.79,0.20954598,0.8,26.198958634625967
synth_00458.npz,31,322.0594000001438,27.453592,1.1,0.1,90.0,,0.803,24.074957864834186
synth_00459.npz,16,1133.9566429997794,110.9,5.1,0.3,110.0,0.15,1.47,99.22539030475372
synth_00460.npz,24,1208.6984999999404,7596.0,71.3,0.19,110.44,12.2,2.41,366.6254596343968
synth_00461.npz,39,0.25371000031009316,18.654874,1.41,0.0,90.0,,0.8889,3.6978443190826575
synth_00462.npz,33,1638.652499999851,5.197576,2.83,0.13,140.0,,0.833,3.307132647140866
synth_00463.npz,40,819.9497400000691,1.9000693,590.0,0.08,90.0,,0.95,1.4988604626754776
synth_00464.npz,77,4845.79224999994,18.20132,271.5,0.01,90.0,3.98,1.21,11.042604456786915
synth_00465.npz,20,848.8649999997579,157.57001,35.2,0.09,90.0,1.61,2.28,30.18871154955374
synth_00466.npz,20,735.0319999996573,1700.0,303.8906410935109,0.628,208.5,11.3,0.734,199.99067794573847
synth_00467.npz,91,1077.3038900000975,6.0984882,0.28,0.092,90.0,,0.929,3.08566813836944
synth_00468.npz,23,422.8209999999963,3.94153,116.0,0.0,90.0,,0.88,3.2143587331586936
synth_00469.npz,16,126.74715999979526,6.959,35.8,0.3,99.36,0.32,1.01,1.5105705130809262
synth_00470.npz,39,0.25371000031009316,0.959641,3.56,0.0,90.0,,0.837,0.07210041444041294
synth_00471.npz,25,6.016330000013113,3.0965828,69.4,0.0103,25.0,0.523,1.04,1.7063564559996198
synth_00472.npz,71,2096.0192299997434,14.47567,2306.0,0.013,246.0,,0.54,2.776681736747061
synth_00473.npz,24,506.6410000002943,34.94,4.1,0.15,90.0,0.06280087,0.948,2.355784793720379
synth_00474.npz,64,2263.821076999884,1.36414864,204.0,0.033,-100.0,,0.987,1.0548478497781428
synth_00475.npz,74,3608.0420399997383,241.8,2.95,0.0,90.0,0.06733193,0.65,198.57259334964164
synth_00476.npz,109,357.1025309995748,2.6278838,5.4,0.3,-36.0,,0.778,1.046779541695125
synth_00477.npz,22,465.8064030003734,8619.9,24.23,0.0,23.0,2.93,1.31,2534.9088170145947
synth_00478.npz,29,955.1699999999255,2205.0,3.117,0.095,142.0,0.2066,1.06,611.0515612084919
synth_00479.npz,33,1325.5770000000484,4.754,5.4,0.0,90.0,,0.75,1.7160581583879797
synth_00480.npz,31,1502.9305790001526,271.9445,11.5,0.117,-21.0,,1.1,156.88686055343032
synth_00481.npz,55,3172.274999999907,305.5,350.2,0.031,137.4,20.6,2.3,161.24903386336183
synth_00482.npz,36,1393.0466999998316,8241.0,20.7,0.76,118.2,1.35,1.0,2928.4326020441904
synth_00483.npz,54,2769.3720829999074,2.823093,100.0,0.0,90.0,,0.91,1.7994987045404554
synth_00484.npz,65,2741.681009999942,0.1120067,10500.0,0.0,90.0,,0.61,0.07569048113997656
synth_00485.npz,22,2188.9648000001907,2.8997,89.1,0.0,90.0,,1.06,1.618841465443207
synth_00486.npz,21,564.6361459996551,133.40355,509.454,0.647,265.742,9.432,0.94,51.66651656486842
synth_00487.npz,21,564.6361459996551,22.65398,584.0,0.676,12.6,,0.99,14.13388114399351
synth_00488.npz,32,2951.8829700001515,39.849,67.488,0.046,270.1,1.09491472,1.0,23.586734008299086
synth_00489.npz,37,2654.865520999767,53.753,2.18,0.156,90.0,0.03133751,0.771,18.29342830578296
synth_00490.npz,15,254.17070000013337,99.62167,6.279,0.373,316.962,0.136,1.04,30.20539122730326
synth_00491.npz,29,1870.8798750001006,3.185315,18.4,0.17,90.0,,0.849,1.738382090573319
synth_00492.npz,149,5835.964199999813,510.9,34.25,0.107,181.0,1.685,1.41,312.84539445604554
synth_00493.npz,200,892.8878000001423,8.1594667,2.81,0.0,90.0,,1.023,4.983789522794482
synth_00494.npz,71,3002.8603130001575,3180.6,175.47,0.179,8.54,23.693,2.61,1217.6545711005174
synth_00495.npz,36,9.066438000183553,1253.68,23.78,0.04,177.6,1.522,1.33,709.2994319988749
synth_00496.npz,21,2274.784849999938,6.36338574,6.841,0.041,50.5,,0.87,6.272832439533896
synth_00497.npz,78,395.03731300029904,3.056536,81.1,0.0,90.0,,1.248,1.3082723513405239
synth_00498.npz,23,2421.220610000193,10.2851,3.614,0.224,60.123,0.034,0.85,8.670490641029511
synth_00499.npz,77,5016.1934099998325,0.1120067,10500.0,0.0,90.0,,0.61,0.009108798295110934
synth_00500.npz,23,1995.6920260000043,41.38,38.37,0.38,258.1,0.3042507,0.344045,36.2169451381876
synth_00501.npz,119,1866.9286020002328,1.273099,2.36,0.0,90.0,,0.781,1.1988851648989427
synth_00502.npz,94,455.9846299998462,9.61419,3.5,0.0,90.0,,0.8784,2.5176104025827652
synth_00503.npz,23,447.87538200011477,3.8361623,18.7,0.0,90.0,,0.8712,0.04642299457829477
synth_00504.npz,30,2541.989614999853,2.52221,3.662,0.399,84.352,0.023,1.14,1.2182486504468628
synth_00505.npz,41,680.0663300002925,1002.7,165.01082723153405,0.525,81.0,6.87,0.99,183.2055807579661
synth_00506.npz,15,32.87760000023991,8799.0,92.70782335200887,0.15,320.0,5.54,0.459,8549.383406456072
synth_00507.npz,42,1859.9830000000075,2523.64713,113.048,0.586,119.376,,2.316,2265.474079389892
synth_00508.npz,88,419.07591000013053,270.66,22.85,0.34,18.28,0.75,1.15,260.01355802588733
synth_00509.npz,16,382.95152000011876,3.822,7.96,0.109,210.6,0.0409653,0.56,2.307989831885157
synth_00510.npz,15,582.1542299999855,1078.0,48.4,0.032,334.0,2.53,1.06,555.3428755210482
synth_00511.npz,118,1076.0627649999224,15.9653287,2.75,0.171,-46.7,,1.212,13.294614179712477
synth_00512.npz,31,322.0594000001438,147.02,0.69,0.29,268.14,0.01500802,0.813,95.90834493559989
synth_00513.npz,117,3447.6486879996955,54.76992,1.3,0.0,90.0,,0.798,13.613484050019906
synth_00514.npz,23,2633.819279999938,6.7994,2.89,0.0,90.0,0.01101223,0.26,6.352584488530509
synth_00515.npz,47,2414.6953999996185,5.377219,3068.0,0.094,0.1,27.9,1.066,2.3643602366442047
synth_00516.npz,165,1730.06134200003,522.3,126.1,0.19,307.4,6.1,1.4,404.02841804594686
synth_00517.npz,122,3722.800028000027,181.4,91.5,0.027,177.3,3.2,1.4,90.8701453977115
synth_00518.npz,53,1112.068700000178,3.9443736,35.0,0.0,0.6,,1.1576,0.7232255246990471
synth_00519.npz,15,1452.1186999999918,2.0455,5.4,0.22,8.92,0.03712677,1.22,0.605318365557755
synth_00520.npz,17,1601.7590000000782,8.0240015,11.6,0.19,90.0,,0.397,4.609072870489959
synth_00521.npz,51,1234.6099999998696,921.2,194.0,0.853,41.6,5.41,1.18,131.73352002425523
synth_00522.npz,29,3684.967999999877,19.60562,2.76,0.2,110.0,,0.9373,0.2693392356484048
synth_00523.npz,16,995.1804199996404,389.7,3.1,0.0,90.0,0.03341426,0.1639,169.08741012916826
synth_00524.npz,80,1233.628000000026,2.24375,993.0,0.09,90.0,,1.62,1.710179904359124
synth_00525.npz,19,886.3725000000559,3.504725,5.2,0.0,90.0,,0.972,2.152452351218543
synth_00526.npz,30,1527.8300000000745,2.1378431,205.53,0.0119,3.0,1.48,1.21,0.6929740929098058
synth_00527.npz,53,1089.011880000122,1129.0,144.0,0.85,190.0,3.5,0.843,809.7650204646119
synth_00528.npz,23,615.5995719996281,2164.0,8.0,0.39,90.0,0.53,1.2,1048.489666049766
synth_00529.npz,21,10.044379999861121,2.292102,246.0,0.229,90.0,,1.273,2.2909590485110356
synth_00530.npz,17,1601.7590000000782,197.8,0.95,0.29,91.7,0.0223,0.77,153.49906085357762
synth_00531.npz,24,4013.9884000001475,312.08,18.42,0.269,-155.6,0.896,1.91,259.22346019209056
synth_00532.npz,126,1575.9270000001416,3.0965828,69.4,0.0103,25.0,0.523,1.04,0.8037146785081548
synth_00533.npz,44,2556.0183299998753,13921.42302,89.694,0.295,263.949,,0.626,2120.162601633523
synth_00534.npz,21,2396.312160000205,3.208664,72.0,0.0,90.0,0.68,1.507,0.6394992782109031
synth_00535.npz,33,46.010089999996126,1.422614,2.85,0.093,90.0,,0.79,0.6149461899884989
synth_00536.npz,44,9.165889999829233,9.1247,2.13,0.0,90.0,0.01069754,0.342,4.67320707180483
synth_00537.npz,30,686.9309719996527,6.02,4.4,0.0,90.0,0.02642936,0.55,1.1715482733480516
synth_00538.npz,15,1452.1186999999918,140.43,1.15,0.45,-143.0,0.01636103,0.51,109.52764418992652
